awardYear,category,id,givenName,familyName,fullName,gender,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1998,Physics,156,Horst L.,Störmer,Horst L. Störmer,male,4/6/49,Frankfurt-on-the-Main,Frankfurt-on-the-Main,Europe,West Germany,Germany,"Frankfurt-on-the-Main, West Germany (now Germany)",,,,,,,,,"Columbia University, New York, NY, USA",,,
1998,Peace,566,John,Hume,John Hume,male,1/18/37,Londonderry,Londonderry,Europe,Northern Ireland,Northern Ireland,"Londonderry, Northern Ireland",,,,,,,,,,,,
1998,Chemistry,291,John,Pople,John A. Pople,male,10/31/25,Burnham-on-Sea,Burnham-on-Sea,Europe,United Kingdom,United Kingdom,"Burnham-on-Sea, United Kingdom",3/15/04,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",,"Northwestern University, Evanston, IL, USA",,,
1998,Literature,675,José,Saramago,José Saramago,male,11/16/22,Azinhaga,Azinhaga,Europe,Portugal,Portugal,"Azinhaga, Portugal",6/18/10,Lanzarote,Lanzarote,Europe,Spain,Spain,"Lanzarote, Spain",,,,,
1998,Physiology or Medicine,459,Louis J.,Ignarro,Louis J. Ignarro,male,5/31/41,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,"Brooklyn, NY, USA",,,,,,,,,"University of California School of Medicine, Los Angeles, CA, USA",,,
1998,Physics,155,Robert B.,Laughlin,Robert B. Laughlin,male,11/1/50,"Visalia, CA","Visalia, CA",North America,USA,USA,"Visalia, CA, USA",,,,,,,,,"Stanford University, Stanford, CA, USA",,,
1998,Physiology or Medicine,458,Robert F.,Furchgott,Robert F. Furchgott,male,6/4/16,"Charleston, SC","Charleston, SC",North America,USA,USA,"Charleston, SC, USA",5/19/09,"Seattle, WA","Seattle, WA",North America,USA,USA,"Seattle, WA, USA",,"SUNY Health Science Center, Brooklyn, NY, USA",,,
1998,Chemistry,290,Walter,Kohn,Walter Kohn,male,3/9/23,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",4/19/16,"Santa Barbara, CA","Santa Barbara, CA",North America,USA,USA,"Santa Barbara, CA, USA",,"University of California, Santa Barbara, CA, USA",,,
1999,Chemistry,292,Ahmed,Zewail,Ahmed H. Zewail,male,2/26/46,Damanhur,Damanhur,Africa,Egypt,Egypt,"Damanhur, Egypt",8/2/16,"Pasadena, CA","Pasadena, CA",North America,USA,USA,"Pasadena, CA, USA",,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1999,Physiology or Medicine,461,Günter,Blobel,Günter Blobel,male,5/21/36,Waltersdorf,Niegoslawice,Europe,Germany,Poland,"Waltersdorf, Germany (now Niegoslawice, Poland)",2/18/18,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"Rockefeller University, New York, NY, USA","Howard Hughes Medical Institute, N/A",,
1999,Literature,676,Günter,Grass,Günter Grass,male,10/16/27,Danzig,Gdansk,Europe,Free City of Danzig,Poland,"Danzig, Free City of Danzig (now Gdansk, Poland)",4/13/15,Lübeck,Lübeck,Europe,Germany,Germany,"Lübeck, Germany",,,,,
1999,Physics,158,Gerardus,'t Hooft,Gerardus 't Hooft,male,7/5/46,Den Helder,Den Helder,Europe,the Netherlands,the Netherlands,"Den Helder, the Netherlands",,,,,,,,,"Utrecht University, Utrecht, the Netherlands",,,
1999,Physics,159,Martinus J.G.,Veltman,Martinus J.G. Veltman,male,6/27/31,Waalwijk,Waalwijk,Europe,the Netherlands,the Netherlands,"Waalwijk, the Netherlands",,,,,,,,,,,,
1999,Economic Sciences,720,Robert,Mundell,Robert A. Mundell,male,10/24/32,"Kingston, ON","Kingston, ON",North America,Canada,Canada,"Kingston, ON, Canada",,,,,,,,,"Columbia University, New York, NY, USA",,,
2000,Chemistry,729,Alan,Heeger,Alan J. Heeger,male,1/22/36,"Sioux City, IA","Sioux City, IA",North America,USA,USA,"Sioux City, IA, USA",,,,,,,,,"University of California, Santa Barbara, CA, USA",,,
2000,Chemistry,730,Alan,MacDiarmid,Alan G. MacDiarmid,male,4/14/27,Masterton,Masterton,Oceania,New Zealand,New Zealand,"Masterton, New Zealand",2/7/07,"Drexel Hill, PA","Drexel Hill, PA",North America,USA,USA,"Drexel Hill, PA, USA",,"University of Pennsylvania, Philadelphia, PA, USA",,,
2000,Physiology or Medicine,722,Arvid,Carlsson,Arvid Carlsson,male,1/25/23,Uppsala,Uppsala,Europe,Sweden,Sweden,"Uppsala, Sweden",6/29/18,Gothenburg,Gothenburg,Europe,Sweden,Sweden,"Gothenburg, Sweden",,"Göteborg University, Gothenburg, Sweden",,,
2000,Economic Sciences,733,Daniel L.,McFadden,Daniel L. McFadden,male,7/29/37,"Raleigh, NC","Raleigh, NC",North America,USA,USA,"Raleigh, NC, USA",,,,,,,,,"University of California, Berkeley, CA, USA",,,
2000,Physiology or Medicine,724,Eric,Kandel,Eric R. Kandel,male,11/7/29,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",,,,,,,,,"Columbia University, New York, NY, USA",,,
2000,Physics,727,Herbert,Kroemer,Herbert Kroemer,male,8/25/28,Weimar,Weimar,Europe,Germany,Germany,"Weimar, Germany",,,,,,,,,"University of California, Santa Barbara, CA, USA",,,
2000,Chemistry,731,Hideki,Shirakawa,Hideki Shirakawa,male,8/20/36,Tokyo,Tokyo,Asia,Japan,Japan,"Tokyo, Japan",,,,,,,,,"University of Tsukuba, Tokyo, Japan",,,
2000,Physics,728,Jack,Kilby,Jack S. Kilby,male,11/8/23,"Jefferson City, MO","Jefferson City, MO",North America,USA,USA,"Jefferson City, MO, USA",6/20/05,"Dallas, TX","Dallas, TX",North America,USA,USA,"Dallas, TX, USA",,"Texas Instruments, Dallas, TX, USA",,,
2000,Economic Sciences,732,James J.,Heckman,James J. Heckman,male,4/19/44,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",,,,,,,,,"University of Chicago, Chicago, IL, USA",,,
2000,Peace,725,Kim,Dae-jung,Kim Dae-jung,male,12/3/25,Mokpo,Mokpo,Asia,Korea,South Korea,"Mokpo, Korea (now South Korea)",8/18/09,,,,,,N/A,,,,,
2000,Physiology or Medicine,723,Paul,Greengard,Paul Greengard,male,12/11/25,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",4/13/19,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"Rockefeller University, New York, NY, USA",,,
2000,Literature,734,Xingjian,Gao,Gao Xingjian,male,1/4/40,Ganzhou,Ganzhou,Asia,China,China,"Ganzhou, China",,,,,,,,,,,,
2000,Physics,726,Zhores,Alferov,Zhores I. Alferov,male,3/15/30,"Vitebsk, Belorussia","Vitebsk, Belorussia",Europe,USSR,Belarus,"Vitebsk, Belorussia, USSR (now Belarus)",3/1/19,St. Petersburg,St. Petersburg,Europe,Russia,Russia,"St. Petersburg, Russia",,"A.F. Ioffe Physico-Technical Institute, St. Petersburg, Russia",,,
2001,Economic Sciences,745,A. Michael,Spence,A. Michael Spence,male,1943-00-00,"Montclair, NJ","Montclair, NJ",North America,USA,USA,"Montclair, NJ, USA",,,,,,,,,"Stanford University, Stanford, CA, USA",,,
2001,Chemistry,743,Barry,Sharpless,K. Barry Sharpless,male,4/28/41,"Philadelphia, PA","Philadelphia, PA",North America,USA,USA,"Philadelphia, PA, USA",,,,,,,,,"The Scripps Research Institute, La Jolla, CA, USA",,,
2001,Physics,740,Carl,Wieman,Carl E. Wieman,male,3/26/51,"Corvallis, OR","Corvallis, OR",North America,USA,USA,"Corvallis, OR, USA",,,,,,,,,"University of Colorado, JILA, Boulder, CO, USA",,,
2001,Physics,738,Eric,Cornell,Eric A. Cornell,male,12/19/61,"Palo Alto, CA","Palo Alto, CA",North America,USA,USA,"Palo Alto, CA, USA",,,,,,,,,"University of Colorado, JILA, Boulder, CO, USA",,,
2001,Economic Sciences,744,George A.,Akerlof,George A. Akerlof,male,6/17/40,"New Haven, CT","New Haven, CT",North America,USA,USA,"New Haven, CT, USA",,,,,,,,,"University of California, Berkeley, CA, USA",,,
2001,Economic Sciences,746,Joseph E.,Stiglitz,Joseph E. Stiglitz,male,2/9/43,"Gary, IN","Gary, IN",North America,USA,USA,"Gary, IN, USA",,,,,,,,,"Columbia University, New York, NY, USA",,,
2001,Peace,749,Kofi,Annan,Kofi Atta Annan,male,4/8/38,Kumasi,Kumasi,Africa,Gold Coast,Ghana,"Kumasi, Gold Coast (now Ghana)",8/18/18,Bern,Bern,Europe,Switzerland,Switzerland,"Bern, Switzerland",,,,,
2001,Physiology or Medicine,735,Leland,Hartwell,Leland H. Hartwell,male,10/30/39,"Los Angeles, CA","Los Angeles, CA",North America,USA,USA,"Los Angeles, CA, USA",,,,,,,,,"Fred Hutchinson Cancer Research Center, Seattle, WA, USA",,,
2001,Chemistry,742,Ryoji,Noyori,Ryoji Noyori,male,9/3/38,Kobe,Kobe,Asia,Japan,Japan,"Kobe, Japan",,,,,,,,,"Nagoya University, Nagoya, Japan",,,
2001,Physiology or Medicine,737,Sir Paul,Nurse,Sir Paul M. Nurse,male,1/25/49,Norwich,Norwich,Europe,United Kingdom,United Kingdom,"Norwich, United Kingdom",,,,,,,,,"Imperial Cancer Research Fund, London, United Kingdom",,,
2001,Physiology or Medicine,736,Tim,Hunt,Tim Hunt,male,2/19/43,Neston,Neston,Europe,United Kingdom,United Kingdom,"Neston, United Kingdom",,,,,,,,,"Imperial Cancer Research Fund, London, United Kingdom",,,
2001,Literature,747,V. S.,Naipaul,Sir Vidiadhar Surajprasad Naipaul,male,8/17/32,Chaguanas,Chaguanas,North America,Trinidad and Tobago,Trinidad and Tobago,"Chaguanas, Trinidad and Tobago",8/11/18,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,
2001,Chemistry,741,William,Knowles,William S. Knowles,male,6/1/17,"Taunton, MA","Taunton, MA",North America,USA,USA,"Taunton, MA, USA",6/13/12,"Chesterfield, MO","Chesterfield, MO",North America,USA,USA,"Chesterfield, MO, USA",,,,,
2001,Physics,739,Wolfgang,Ketterle,Wolfgang Ketterle,male,10/21/57,Heidelberg,Heidelberg,Europe,West Germany,Germany,"Heidelberg, West Germany (now Germany)",,,,,,,,,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
2002,Economic Sciences,759,Daniel,Kahneman,Daniel Kahneman,male,3/5/34,Tel Aviv,Tel Aviv,Asia,British Mandate of Palestine,Israel,"Tel Aviv, British Mandate of Palestine (now Israel)",,,,,,,,,"Princeton University, Princeton, NJ, USA",,,
2002,Physiology or Medicine,751,H. Robert,Horvitz,H. Robert Horvitz,male,5/8/47,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",,,,,,,,,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
2002,Literature,761,Imre,Kertész,Imre Kertész,male,11/9/29,Budapest,Budapest,Europe,Hungary,Hungary,"Budapest, Hungary",3/31/16,Budapest,Budapest,Europe,Hungary,Hungary,"Budapest, Hungary",,,,,
2002,Peace,762,Jimmy,Carter,James Earl Carter,male,10/1/24,"Plains, GA","Plains, GA",North America,USA,USA,"Plains, GA, USA",,,,,,,,,,,,
2002,Chemistry,756,John B.,Fenn,John B. Fenn,male,6/15/17,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",12/10/10,"Richmond, VA","Richmond, VA",North America,USA,USA,"Richmond, VA, USA",,"Virginia Commonwealth University, Richmond, VA, USA",,,
2002,Physiology or Medicine,752,John E.,Sulston,John E. Sulston,male,3/27/42,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",3/6/18,,,,,,N/A,,"The Wellcome Trust Sanger Institute, Cambridge, United Kingdom",,,
2002,Chemistry,757,Koichi,Tanaka,Koichi Tanaka,male,8/3/59,Toyama City,Toyama City,Asia,Japan,Japan,"Toyama City, Japan",,,,,,,,,"Shimadzu Corp., Kyoto, Japan",,,
2002,Chemistry,758,Kurt,Wüthrich,Kurt Wüthrich,male,10/4/38,Aarberg,Aarberg,Europe,Switzerland,Switzerland,"Aarberg, Switzerland",,,,,,,,,"Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology), Zurich, Switzerland","The Scripps Research Institute, La Jolla, CA, USA",,
2002,Physics,754,Masatoshi,Koshiba,Masatoshi Koshiba,male,9/19/26,Toyohashi,Toyohashi,Asia,Japan,Japan,"Toyohashi, Japan",,,,,,,,,"University of Tokyo, Tokyo, Japan",,,
2002,Physics,753,Raymond,Davis Jr.,Raymond Davis Jr.,male,10/14/14,"Washington, DC","Washington, DC",North America,USA,USA,"Washington, DC, USA",5/31/06,"Blue Point, NY","Blue Point, NY",North America,USA,USA,"Blue Point, NY, USA",,"University of Pennsylvania, Philadelphia, PA, USA",,,
2002,Physics,755,Riccardo,Giacconi,Riccardo Giacconi,male,10/6/31,Genoa,Genoa,Europe,Italy,Italy,"Genoa, Italy",12/16/18,"La Jolla, CA","La Jolla, CA",North America,USA,USA,"La Jolla, CA, USA",,"Associated Universities Inc., Washington, DC, USA",,,
2002,Physiology or Medicine,750,Sydney,Brenner,Sydney Brenner,male,1/13/27,Germiston,Germiston,Africa,South Africa,South Africa,"Germiston, South Africa",4/5/19,,,Asia,Singapore,Singapore,Singapore,,"The Molecular Sciences Institute, Berkeley, CA, USA",,,
2002,Economic Sciences,760,Vernon L.,Smith,Vernon L. Smith,male,1/1/27,"Wichita, KS","Wichita, KS",North America,USA,USA,"Wichita, KS, USA",,,,,,,,,"George Mason University, Fairfax, VA, USA",,,
2003,Physics,766,Alexei,Abrikosov,Alexei Alexeyevich Abrikosov,male,6/25/28,Moscow,Moscow,Europe,USSR,Russia,"Moscow, USSR (now Russia)",3/29/17,,,,,,N/A,,"Argonne National Laboratory, Argonne, IL, USA",,,
2003,Physics,768,Anthony J.,Leggett,Anthony J. Leggett,male,3/26/38,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,"University of Illinois, Urbana, IL, USA",,,
2003,Economic Sciences,772,Clive W.J.,Granger,Clive W.J. Granger,male,9/4/34,Swansea,Swansea,Europe,United Kingdom,United Kingdom,"Swansea, United Kingdom",5/27/09,"San Diego, CA","San Diego, CA",North America,USA,USA,"San Diego, CA, USA",,"University of California, San Diego, CA, USA",,,
2003,Literature,763,J. M.,Coetzee,John M. Coetzee,male,2/9/40,Cape Town,Cape Town,Africa,South Africa,South Africa,"Cape Town, South Africa",,,,,,,,,,,,
2003,Physiology or Medicine,764,Paul C.,Lauterbur,Paul C. Lauterbur,male,5/6/29,"Sidney, OH","Sidney, OH",North America,USA,USA,"Sidney, OH, USA",3/27/07,"Urbana, IL","Urbana, IL",North America,USA,USA,"Urbana, IL, USA",,"University of Illinois, Urbana, IL, USA",,,
2003,Chemistry,769,Peter,Agre,Peter Agre,male,1/30/49,"Northfield, MN","Northfield, MN",North America,USA,USA,"Northfield, MN, USA",,,,,,,,,"Johns Hopkins University School of Medicine, Baltimore, MD, USA",,,
2003,Economic Sciences,771,Robert F.,Engle III,Robert F. Engle III,male,11/10/42,"Syracuse, NY","Syracuse, NY",North America,USA,USA,"Syracuse, NY, USA",,,,,,,,,"New York University, New York, NY, USA",,,
2003,Chemistry,770,Roderick,MacKinnon,Roderick MacKinnon,male,2/19/56,"Burlington, MA","Burlington, MA",North America,USA,USA,"Burlington, MA, USA",,,,,,,,,"Rockefeller University, New York, NY, USA","Howard Hughes Medical Institute, N/A",,
2003,Peace,773,Shirin,Ebadi,Shirin Ebadi,female,6/21/47,Hamadan,Hamadan,Asia,Iran,Iran,"Hamadan, Iran",,,,,,,,,,,,
2003,Physiology or Medicine,765,Sir Peter,Mansfield,Sir Peter Mansfield,male,10/9/33,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",2/8/17,,,,,,N/A,,"University of Nottingham, School of Physics and Astronomy, Nottingham, United Kingdom",,,
2003,Physics,767,Vitaly L.,Ginzburg,Vitaly Lazarevich Ginzburg,male,10/4/16,Moscow,Moscow,Europe,Russia,Russia,"Moscow, Russia",11/8/09,,,,,,N/A,,"P.N. Lebedev Physical Institute, Moscow, Russia",,,
2004,Chemistry,779,Aaron,Ciechanover,Aaron Ciechanover,male,10/1/47,Haifa,Haifa,Asia,British Protectorate of Palestine,Israel,"Haifa, British Protectorate of Palestine (now Israel)",,,,,,,,,"Technion - Israel Institute of Technology, Haifa, Israel",,,
2004,Chemistry,780,Avram,Hershko,Avram Hershko,male,12/31/37,Karcag,Karcag,Europe,Hungary,Hungary,"Karcag, Hungary",,,,,,,,,"Technion - Israel Institute of Technology, Haifa, Israel",,,
2004,Physics,776,David J.,Gross,David J. Gross,male,2/19/41,"Washington, DC","Washington, DC",North America,USA,USA,"Washington, DC, USA",,,,,,,,,"University of California, Kavli Institute for Theoretical Physics, Santa Barbara, CA, USA",,,
2004,Economic Sciences,787,Edward C.,Prescott,Edward C. Prescott,male,12/26/40,"Glens Falls, NY","Glens Falls, NY",North America,USA,USA,"Glens Falls, NY, USA",,,,,,,,,"Arizona State University, Tempe, AZ, USA","Federal Reserve Bank of Minneapolis, Minneapolis, MN, USA",,
2004,Literature,782,Elfriede,Jelinek,Elfriede Jelinek,female,10/20/46,Mürzzuschlag,Mürzzuschlag,Europe,Austria,Austria,"Mürzzuschlag, Austria",,,,,,,,,,,,
2004,Economic Sciences,786,Finn E.,Kydland,Finn E. Kydland,male,12/1/43,Gjesdal,Gjesdal,Europe,Norway,Norway,"Gjesdal, Norway",,,,,,,,,"Carnegie Mellon University, Pittsburgh, PA, USA","University of California, Santa Barbara, CA, USA",,
2004,Physics,778,Frank,Wilczek,Frank Wilczek,male,5/15/51,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
2004,Physics,777,H. David,Politzer,H. David Politzer,male,8/31/49,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
2004,Chemistry,781,Irwin,Rose,Irwin Rose,male,7/16/26,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,"Brooklyn, NY, USA",6/3/15,"Deerfield, MA","Deerfield, MA",North America,USA,USA,"Deerfield, MA, USA",,"University of California, Irvine, CA, USA",,,
2004,Physiology or Medicine,775,Linda B.,Buck,Linda B. Buck,female,1/29/47,"Seattle, WA","Seattle, WA",North America,USA,USA,"Seattle, WA, USA",,,,,,,,,"Fred Hutchinson Cancer Research Center, Seattle, WA, USA",,,
2004,Physiology or Medicine,774,Richard,Axel,Richard Axel,male,7/2/46,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,"Columbia University, New York, NY, USA",,,
2004,Peace,783,Wangari,Maathai,Wangari Muta Maathai,female,4/1/40,Nyeri,Nyeri,Africa,Kenya,Kenya,"Nyeri, Kenya",9/25/11,Nairobi,Nairobi,Africa,Kenya,Kenya,"Nairobi, Kenya",,,,,
2005,Physiology or Medicine,789,Barry J.,Marshall,Barry J. Marshall,male,9/30/51,Kalgoorlie,Kalgoorlie,Oceania,Australia,Australia,"Kalgoorlie, Australia",,,,,,,,,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre, Nedlands, Australia","University of Western Australia, Perth, Australia",,
2005,Literature,801,Harold,Pinter,Harold Pinter,male,10/10/30,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",12/24/08,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,
2005,Physiology or Medicine,790,J. Robin,Warren,J. Robin Warren,male,6/11/37,Adelaide,Adelaide,Oceania,Australia,Australia,"Adelaide, Australia",,,,,,,,,,,,
2005,Physics,792,John L.,Hall,John L. Hall,male,8/21/34,"Denver, CO","Denver, CO",North America,USA,USA,"Denver, CO, USA",,,,,,,,,"University of Colorado, JILA, Boulder, CO, USA","National Institute of Standards and Technology, Boulder, CO, USA",,
2005,Peace,798,Mohamed,ElBaradei,Mohamed ElBaradei,male,6/17/42,Cairo,Cairo,Africa,Egypt,Egypt,"Cairo, Egypt",,,,,,,,,,,,
2005,Chemistry,796,Richard R.,Schrock,Richard R. Schrock,male,1/4/45,"Berne, IN","Berne, IN",North America,USA,USA,"Berne, IN, USA",,,,,,,,,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
2005,Chemistry,795,Robert H.,Grubbs,Robert H. Grubbs,male,2/27/42,"Possum Trot, KY","Possum Trot, KY",North America,USA,USA,"Possum Trot, KY, USA",,,,,,,,,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
2005,Economic Sciences,799,Robert J.,Aumann,Robert J. Aumann,male,6/8/30,Frankfurt-on-the-Main,Frankfurt-on-the-Main,Europe,Germany,Germany,"Frankfurt-on-the-Main, Germany",,,,,,,,,"University of Jerusalem, Center for RationalityHebrew, Jerusalem, Israel",,,
2005,Physics,791,Roy J.,Glauber,Roy J. Glauber,male,9/1/25,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",12/26/18,"Newton, MA","Newton, MA",North America,USA,USA,"Newton, MA, USA",,"Harvard University, Cambridge, MA, USA",,,
2005,Physics,793,Theodor W.,Hänsch,Theodor W. Hänsch,male,10/30/41,Heidelberg,Heidelberg,Europe,Germany,Germany,"Heidelberg, Germany",,,,,,,,,"Max-Planck-Institut für Quantenoptik, Garching, Germany","Ludwig-Maximilians- Universität, Munich, Germany",,
2005,Economic Sciences,800,Thomas C.,Schelling,Thomas C. Schelling,male,4/14/21,"Oakland, CA","Oakland, CA",North America,USA,USA,"Oakland, CA, USA",12/13/16,"Bethesda, MD","Bethesda, MD",North America,USA,USA,"Bethesda, MD, USA",,"University of Maryland, Department of Economics and School of Public Policy, College Park, MD, USA",,,
2005,Chemistry,794,Yves,Chauvin,Yves Chauvin,male,10/10/30,Menin,Menin,Europe,Belgium,Belgium,"Menin, Belgium",1/27/15,Tours,Tours,Europe,France,France,"Tours, France",,"Institut Français du Pétrole, Rueil-Malmaison, France",,,
2006,Physiology or Medicine,802,Andrew Z.,Fire,Andrew Z. Fire,male,4/27/59,"Stanford, CA","Stanford, CA",North America,USA,USA,"Stanford, CA, USA",,,,,,,,,"Stanford University School of Medicine, Stanford, CA, USA",,,
2006,Physiology or Medicine,803,Craig C.,Mello,Craig C. Mello,male,10/19/60,"New Haven, CT","New Haven, CT",North America,USA,USA,"New Haven, CT, USA",,,,,,,,,"University of Massachusetts Medical School, Worcester, MA, USA",,,
2006,Economic Sciences,807,Edmund S.,Phelps,Edmund S. Phelps,male,7/26/33,"Evanston, IL","Evanston, IL",North America,USA,USA,"Evanston, IL, USA",,,,,,,,,"Columbia University, New York, NY, USA",,,
2006,Physics,805,George F.,Smoot,George F. Smoot,male,2/20/45,"Yukon, FL","Yukon, FL",North America,USA,USA,"Yukon, FL, USA",,,,,,,,,"University of California, Berkeley, CA, USA",,,
2006,Physics,804,John C.,Mather,John C. Mather,male,8/7/46,"Roanoke, VA","Roanoke, VA",North America,USA,USA,"Roanoke, VA, USA",,,,,,,,,"NASA Goddard Space Flight Center, Greenbelt, MD, USA",,,
2006,Peace,809,Muhammad,Yunus,Muhammad Yunus,male,6/28/40,Chittagong,Chittagong,Asia,British India,Bangladesh,"Chittagong, British India (now Bangladesh)",,,,,,,,,,,,
2006,Literature,808,Orhan,Pamuk,Orhan Pamuk,male,6/7/52,Istanbul,Istanbul,Asia,Turkey,Turkey,"Istanbul, Turkey",,,,,,,,,,,,
2006,Chemistry,806,Roger D.,Kornberg,Roger D. Kornberg,male,4/24/47,"St. Louis, MO","St. Louis, MO",North America,USA,USA,"St. Louis, MO, USA",,,,,,,,,"Stanford University, Stanford, CA, USA",,,
2007,Peace,819,Al,Gore,Albert Arnold (Al) Gore Jr.,male,3/31/48,"Washington, DC","Washington, DC",North America,USA,USA,"Washington, DC, USA",,,,,,,,,,,,
2007,Physics,814,Albert,Fert,Albert Fert,male,3/7/38,Carcassonne,Carcassonne,Europe,France,France,"Carcassonne, France",,,,,,,,,"Universit&eacute; Paris-Sud, Orsay, France","Unit&eacute; Mixte de Physique CNRS/THALES, Orsay, France",,
2007,Literature,817,Doris,Lessing,Doris Lessing,female,10/22/19,Kermanshah,Kermanshah,Asia,Persia,Iran,"Kermanshah, Persia (now Iran)",11/17/13,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,
2007,Economic Sciences,821,Eric S.,Maskin,Eric S. Maskin,male,12/12/50,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,"Institute for Advanced Study, Princeton, NJ, USA",,,
2007,Chemistry,816,Gerhard,Ertl,Gerhard Ertl,male,10/10/36,Bad Cannstatt,Bad Cannstatt,Europe,Germany,Germany,"Bad Cannstatt, Germany",,,,,,,,,"Fritz-Haber-Institut der Max-Planck-Gesellschaft, Berlin, Germany",,,
2007,Economic Sciences,820,Leonid,Hurwicz,Leonid Hurwicz,male,8/21/17,Moscow,Moscow,Europe,Russia,Russia,"Moscow, Russia",6/24/08,"Minneapolis, MN","Minneapolis, MN",North America,USA,USA,"Minneapolis, MN, USA",,"University of Minnesota, Minneapolis, MN, USA",,,
2007,Physiology or Medicine,811,Mario R.,Capecchi,Mario R. Capecchi,male,10/6/37,Verona,Verona,Europe,Italy,Italy,"Verona, Italy",,,,,,,,,"University of Utah, Salt Lake City, UT, USA","Howard Hughes Medical Institute, N/A",,
2007,Physiology or Medicine,813,Oliver,Smithies,Oliver Smithies,male,6/23/25,Halifax,Halifax,Europe,United Kingdom,United Kingdom,"Halifax, United Kingdom",1/10/17,"Chapel Hill, NC","Chapel Hill, NC",North America,USA,USA,"Chapel Hill, NC, USA",,"University of North Carolina, Chapel Hill, NC, USA",,,
2007,Physics,815,Peter,Grünberg,Peter Grünberg,male,5/18/39,Plzen,Plzen,Europe,Czechoslovakia,Czech Republic,"Plzen, Czechoslovakia (now Czech Republic)",4/9/18,Jülich,Jülich,Europe,Germany,Germany,"Jülich, Germany",,"Forschungszentrum J&uuml;lich, Jülich, Germany",,,
2007,Economic Sciences,822,Roger B.,Myerson,Roger B. Myerson,male,3/29/51,"Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA",,,,,,,,,"University of Chicago, Chicago, IL, USA",,,
2007,Physiology or Medicine,812,Sir Martin J.,Evans,Sir Martin J. Evans,male,1/1/41,Stroud,Stroud,Europe,United Kingdom,United Kingdom,"Stroud, United Kingdom",,,,,,,,,"Cardiff University, Cardiff, United Kingdom",,,
2008,Physiology or Medicine,824,Françoise,Barré-Sinoussi,Françoise Barré-Sinoussi,female,7/30/47,Paris,Paris,Europe,France,France,"Paris, France",,,,,,,,,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur, Paris, France",,,
2008,Physiology or Medicine,823,Harald,zur Hausen,Harald zur Hausen,male,3/11/36,Gelsenkirchen,Gelsenkirchen,Europe,Germany,Germany,"Gelsenkirchen, Germany",,,,,,,,,"German Cancer Research Center, Heidelberg, Germany",,,
2008,Literature,832,Jean-Marie Gustave,Le Clézio,Jean-Marie Gustave Le Clézio,male,4/13/40,Nice,Nice,Europe,France,France,"Nice, France",,,,,,,,,,,,
2008,Physiology or Medicine,825,Luc,Montagnier,Luc Montagnier,male,8/18/32,Chabris,Chabris,Europe,France,France,"Chabris, France",,,,,,,,,"World Foundation for AIDS Research and Prevention, Paris, France",,,
2008,Physics,827,Makoto,Kobayashi,Makoto Kobayashi,male,4/7/44,Nagoya,Nagoya,Asia,Japan,Japan,"Nagoya, Japan",,,,,,,,,"High Energy Accelerator Research Organization (KEK), Tsukuba, Japan",,,
